sha256,original,duplicate
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0041.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0042.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0043.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0044.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0045.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0046.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0047.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0048.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0049.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0080.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0081.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0082.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0083.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0085.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0086.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0087.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0088.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0089.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0090.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0091.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0092.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0093.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0094.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0095.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0096.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0097.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0103.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0127.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0130.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0132.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0174.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0175.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0176.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0177.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0178.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0179.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0181.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0182.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0183.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0185.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0186.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0188.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0189.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0192.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0195.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0196.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0197.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0198.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0220.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0226.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/028_Health_Bulletin_2022/table_0243.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0011.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0022.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0031.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0062.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0072.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0075.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0076.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0112.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0115.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0116.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0118.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0120.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0122.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0123.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0124.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0125.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0126.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0127.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0128.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0129.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0130.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0131.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0132.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0170.csv
01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,cleaned_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,cleaned_tables/029_Health_Bulletin_2021/table_0171.csv
3285f67e5aa41785128954c3036a255fdacb072d3b1715bcd1bec7faf14ab825,cleaned_tables/028_Health_Bulletin_2022/table_0240.csv,cleaned_tables/029_Health_Bulletin_2021/table_0188.csv
