raw_file,raw_sha256,source_document,source_page,trace_status,parse_status,data_rows,columns,ragged_rows,blank_headers,duplicate_headers,numeric_headers,placeholder_headers,blank_cells,blank_cell_ratio,empty_rows,empty_columns,multiline_cells,replacement_character_cells,control_character_cells,mojibake_cells,mixed_script_cells,suspicious_ocr_cells,structure_status,ocr_status,cleaning_quality_status,mapping_status,sql_load_eligible,loaded_rows,corrected_or_screened_output,overall_status,decision_reasons,raw_retention_policy
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_011.csv,5762d62e36a10988caf77cd1ffb142d181ed5dacd4815e1ad8b48b97f8db8cc8,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,51,original_exact_page_metadata,ok,19,6,0,0,0,6,6,85,0.745614,0,2,8,0,0,0,0,0,review,pass,review_required,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_011.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_columns;multiline_or_merged_cells,retain_immutable_evidence
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_012.csv,c5df45548403175829ec69fab406113cc1c5f79c629fa13337f3f8a71ac9c181,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,52,original_exact_page_metadata,ok,6,6,0,0,0,6,6,24,0.666667,0,2,2,0,0,0,0,0,review,pass,review_required,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_012.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_columns;multiline_or_merged_cells,retain_immutable_evidence
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_013.csv,15f5d38010ee86391a8e86ef15526b36f7be9f690093cc31c7e91ea2a92f591e,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,60,original_exact_page_metadata,ok,5,8,0,0,0,8,8,30,0.75,0,4,8,0,0,0,0,0,review,pass,review_required,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_013.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_columns;multiline_or_merged_cells,retain_immutable_evidence
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_014.csv,8628724e4c34c3be21acdb15328960d3baa27f906dbfcec575291c2987d8223f,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,61,original_exact_page_metadata,ok,5,8,0,0,0,8,8,31,0.775,0,4,7,0,0,0,0,0,review,pass,review_required,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_014.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_columns;multiline_or_merged_cells,retain_immutable_evidence
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_015.csv,1ac359abc8b7310db1d76d5a0e6768361f9b08e2bd2fc4c376faf86bc249753f,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,62,original_exact_page_metadata,ok,6,8,0,0,0,8,8,37,0.770833,0,4,9,0,0,0,0,2,review,review,review_required,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_015.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_columns;multiline_or_merged_cells;suspicious_ocr_token_pattern,retain_immutable_evidence
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_016.csv,50532faf2dcf78bd0cd9cb1fd1ada515791ef03732e83a017f4534d762040b99,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,68,original_exact_page_metadata,ok,5,4,0,0,0,4,4,18,0.9,3,3,0,0,0,0,0,0,review,pass,rejected,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_016.csv,reject_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;empty_columns,retain_immutable_evidence
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_017.csv,8389844b8a3ca85425007ce59c9deb27625e426876233c79d52dd9618070ca40,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,69,original_exact_page_metadata,ok,9,5,0,0,0,5,5,4,0.088889,0,0,6,0,0,0,0,0,review,pass,review_required,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_017.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;multiline_or_merged_cells,retain_immutable_evidence
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_018.csv,4c29e75e14d05976aaf8bfbb0eac3ec5675669198f6ba3cc115eea0d583cae2f,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,74,original_exact_page_metadata,ok,8,5,0,0,0,5,5,11,0.275,0,0,1,0,0,0,0,0,review,pass,review_required,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_018.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;multiline_or_merged_cells,retain_immutable_evidence
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_019.csv,402ad889cc9a5be6ee4ed58627046bd869c29068c187262e89ef7532ff5f7175,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,76,original_exact_page_metadata,ok,10,38,0,0,0,38,38,273,0.718421,0,14,30,0,0,0,0,0,review,pass,review_required,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_019.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_columns;multiline_or_merged_cells,retain_immutable_evidence
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_020.csv,6ea9f3f3ef13e39a05903970ae98f0583589aef5bc205d02203ba0e286062ef2,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,77,original_exact_page_metadata,ok,13,38,0,0,0,38,38,386,0.781377,1,14,23,0,0,0,0,0,review,pass,review_required,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_020.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;empty_columns;multiline_or_merged_cells,retain_immutable_evidence
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_021.csv,cabd37cf85139e83af7206c970031aace76c32f32a2bd0e990cfed20df6aae9c,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,88,original_exact_page_metadata,ok,22,9,0,0,0,9,9,170,0.858586,3,5,4,0,0,0,0,0,review,pass,review_required,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_021.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;empty_columns;multiline_or_merged_cells,retain_immutable_evidence
extracted_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_022.csv,ee223cbf1b937961161973756dbd5471c5600b440e31035b5ecbc29b9cc986b0,010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020.pdf,89,original_exact_page_metadata,ok,19,7,0,0,0,7,7,114,0.857143,4,3,4,0,0,0,0,0,review,pass,review_required,blocked_quality_gate,no,0,quarantined_tables/010_Joint_UNICEF_Bangladesh_Government_of_Bangladesh_Nutrition_Programme_MidTerm_Evaluation_2017-2020/table_022.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;empty_columns;multiline_or_merged_cells,retain_immutable_evidence
extracted_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_001.csv,a8df7f7ecc1f333128d1fbd792a30c11c5ff260805cfa16fe42859bc8fa18292,021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh.pdf,13,original_exact_page_metadata,ok,8,4,0,0,0,4,4,0,0.0,0,0,1,0,0,0,0,0,review,pass,review_required,blocked_quality_gate,no,0,quarantined_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_001.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;multiline_or_merged_cells,retain_immutable_evidence
extracted_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_002.csv,4cb964a9535af179a90499c79bebfb77685b18c475a4c2585eb3e61972f7b80d,021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh.pdf,24,original_exact_page_metadata,ok,5,2,0,0,0,2,2,9,0.9,4,1,1,1,0,1,0,0,review,review,rejected,blocked_quality_gate,no,0,quarantined_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_002.csv,reject_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;empty_columns;multiline_or_merged_cells;replacement_character;mojibake_pattern,retain_immutable_evidence
extracted_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_003.csv,43ec14ef7e83749b076e03a103583b69a6d04c6c427d7436072396fdb2d21dc7,021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh.pdf,28,original_exact_page_metadata,ok,5,2,0,0,0,2,2,8,0.8,3,0,1,1,0,1,0,0,review,review,review_required,blocked_quality_gate,no,0,quarantined_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_003.csv,review_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;multiline_or_merged_cells;replacement_character;mojibake_pattern,retain_immutable_evidence
extracted_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,e1fc40bfed694eb19c3693bc6ed843a2f2bcaf4cfe9c79ec415b3ee38aa4ced0,021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh.pdf,30,original_exact_page_metadata,ok,6,7,0,0,0,7,7,42,1.0,6,7,0,0,0,0,0,0,review,pass,rejected,blocked_quality_gate,no,0,quarantined_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_004.csv,reject_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;empty_columns,retain_immutable_evidence
extracted_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_005.csv,c93fa31440d6e5896fb74517fffe368c3955fa702146207e77cd43f819363260,021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh.pdf,31,original_exact_page_metadata,ok,9,7,0,0,0,7,7,63,1.0,9,7,0,0,0,0,0,0,review,pass,rejected,blocked_quality_gate,no,0,quarantined_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_005.csv,reject_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;empty_columns,retain_immutable_evidence
extracted_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_006.csv,b4f28e72f2cbf34b29f9af771aeab83461df937aafea8d63c89cfddc9ee224c9,021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh.pdf,31,original_exact_page_metadata,ok,12,3,0,0,0,3,3,36,1.0,12,3,0,0,0,0,0,0,review,pass,rejected,blocked_quality_gate,no,0,quarantined_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_006.csv,reject_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;empty_columns,retain_immutable_evidence
extracted_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_007.csv,fa963ad445530145e228702fe1e4a06203182f79aba50d1acc0cdfe8ba916995,021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh.pdf,32,original_exact_page_metadata,ok,5,2,0,0,0,2,2,9,0.9,4,1,1,1,0,1,0,0,review,review,rejected,blocked_quality_gate,no,0,quarantined_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_007.csv,reject_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;empty_columns;multiline_or_merged_cells;replacement_character;mojibake_pattern,retain_immutable_evidence
extracted_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_008.csv,9a86ada5685b1dc280f56b47036729e49d0c99825d742bb26ce9091afecb8525,021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh.pdf,36,original_exact_page_metadata,ok,5,10,0,0,0,10,10,50,1.0,5,10,0,0,0,0,0,0,review,pass,rejected,blocked_quality_gate,no,0,quarantined_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_008.csv,reject_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;empty_columns,retain_immutable_evidence
extracted_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_009.csv,724331690bbf24d75f3c73dcf8a7a29be5ef4eca19824f4ad043a3783be56774,021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh.pdf,37,original_exact_page_metadata,ok,5,5,0,0,0,5,5,25,1.0,5,5,0,0,0,0,0,0,review,pass,rejected,blocked_quality_gate,no,0,quarantined_tables/021_Prevention_and_Management_of_Mental_Health_Conditions_in_Bangladesh/table_009.csv,reject_blocked_raw_evidence,numeric_headers;placeholder_headers;high_internal_blank_ratio;empty_rows;empty_columns,retain_immutable_evidence
